  0%|                                                                                       | 0/918 [00:00<?, ?it/s]/root/anaconda3/envs/Mixture-of-Debater/lib/python3.10/site-packages/torch/utils/checkpoint.py:429: UserWarning: torch.utils.checkpoint: please pass in use_reentrant=True or use_reentrant=False explicitly. The default value of use_reentrant will be updated to be False in the future. To maintain current behavior, pass use_reentrant=True. It is recommended that you use use_reentrant=False. Refer to docs for more details on the differences between the two variants.
{'loss': 0.724, 'learning_rate': 4.352919178149132e-05, 'epoch': 0.7}
{'loss': 0.793, 'learning_rate': 4.323822652858911e-05, 'epoch': 0.7}
{'loss': 0.8113, 'learning_rate': 4.2947968529401726e-05, 'epoch': 0.7}
{'loss': 0.8067, 'learning_rate': 4.265842140055428e-05, 'epoch': 0.7}
{'loss': 0.7475, 'learning_rate': 4.236958874981423e-05, 'epoch': 0.7}
{'loss': 0.7926, 'learning_rate': 4.2081474176046646e-05, 'epoch': 0.71}
{'loss': 0.7157, 'learning_rate': 4.179408126916946e-05, 'epoch': 0.71}
{'loss': 0.7895, 'learning_rate': 4.150741361010837e-05, 'epoch': 0.71}
{'loss': 0.8505, 'learning_rate': 4.12214747707527e-05, 'epoch': 0.71}
{'loss': 0.7161, 'learning_rate': 4.093626831391051e-05, 'epoch': 0.71}
{'loss': 0.7156, 'learning_rate': 4.0651797793264354e-05, 'epoch': 0.71}
{'loss': 0.738, 'learning_rate': 4.036806675332715e-05, 'epoch': 0.71}
{'loss': 0.7471, 'learning_rate': 4.008507872939759e-05, 'epoch': 0.71}
{'loss': 0.8038, 'learning_rate': 3.98028372475166e-05, 'epoch': 0.71}
{'loss': 0.7975, 'learning_rate': 3.952134582442307e-05, 'epoch': 0.72}
{'loss': 0.7411, 'learning_rate': 3.924060796751012e-05, 'epoch': 0.72}
{'loss': 0.7052, 'learning_rate': 3.896062717478143e-05, 'epoch': 0.72}
{'loss': 0.7476, 'learning_rate': 3.8681406934807585e-05, 'epoch': 0.72}
{'loss': 0.8486, 'learning_rate': 3.840295072668279e-05, 'epoch': 0.72}
{'loss': 0.7255, 'learning_rate': 3.8125262019981224e-05, 'epoch': 0.72}
{'loss': 0.7376, 'learning_rate': 3.784834427471408e-05, 'epoch': 0.72}
{'loss': 0.7706, 'learning_rate': 3.757220094128629e-05, 'epoch': 0.72}
{'loss': 0.809, 'learning_rate': 3.7296835460453596e-05, 'epoch': 0.72}
{'loss': 0.7039, 'learning_rate': 3.702225126327965e-05, 'epoch': 0.73}
{'loss': 0.7963, 'learning_rate': 3.674845177109338e-05, 'epoch': 0.73}
{'loss': 0.7766, 'learning_rate': 3.647544039544615e-05, 'epoch': 0.73}
{'loss': 0.7236, 'learning_rate': 3.620322053806941e-05, 'epoch': 0.73}
{'loss': 0.7433, 'learning_rate': 3.5931795590832254e-05, 'epoch': 0.73}
{'loss': 0.7442, 'learning_rate': 3.566116893569914e-05, 'epoch': 0.73}
{'loss': 0.8271, 'learning_rate': 3.53913439446879e-05, 'epoch': 0.73}
{'loss': 0.7335, 'learning_rate': 3.5122323979827395e-05, 'epoch': 0.73}
{'loss': 0.8086, 'learning_rate': 3.485411239311604e-05, 'epoch': 0.73}
{'loss': 0.6861, 'learning_rate': 3.4586712526479717e-05, 'epoch': 0.74}
{'loss': 0.7856, 'learning_rate': 3.432012771173021e-05, 'epoch': 0.74}
{'loss': 0.7006, 'learning_rate': 3.40543612705239e-05, 'epoch': 0.74}
{'loss': 0.8424, 'learning_rate': 3.378941651431996e-05, 'epoch': 0.74}
{'loss': 0.7246, 'learning_rate': 3.352529674433957e-05, 'epoch': 0.74}
{'loss': 0.7637, 'learning_rate': 3.326200525152441e-05, 'epoch': 0.74}
{'loss': 0.8155, 'learning_rate': 3.299954531649582e-05, 'epoch': 0.74}
{'loss': 0.8643, 'learning_rate': 3.2737920209514e-05, 'epoch': 0.74}
{'loss': 0.7365, 'learning_rate': 3.2477133190436945e-05, 'epoch': 0.74}
{'loss': 0.8352, 'learning_rate': 3.2217187508680315e-05, 'epoch': 0.75}
{'loss': 0.7543, 'learning_rate': 3.195808640317648e-05, 'epoch': 0.75}
{'loss': 0.6516, 'learning_rate': 3.1699833102334395e-05, 'epoch': 0.75}
{'loss': 0.9083, 'learning_rate': 3.144243082399947e-05, 'epoch': 0.75}
{'loss': 0.7893, 'learning_rate': 3.118588277541312e-05, 'epoch': 0.75}
{'loss': 0.8044, 'learning_rate': 3.093019215317323e-05, 'epoch': 0.75}
{'loss': 0.7784, 'learning_rate': 3.067536214319402e-05, 'epoch': 0.75}
{'loss': 0.8688, 'learning_rate': 3.0421395920666473e-05, 'epoch': 0.75}
{'loss': 0.7883, 'learning_rate': 3.0168296650018735e-05, 'epoch': 0.75}
{'loss': 0.7636, 'learning_rate': 2.99160674848767e-05, 'epoch': 0.75}
{'loss': 0.7683, 'learning_rate': 2.966471156802477e-05, 'epoch': 0.76}
{'loss': 0.8433, 'learning_rate': 2.9414232031366597e-05, 'epoch': 0.76}
{'loss': 0.7675, 'learning_rate': 2.9164631995886093e-05, 'epoch': 0.76}
{'loss': 0.6754, 'learning_rate': 2.8915914571608584e-05, 'epoch': 0.76}
{'loss': 0.7486, 'learning_rate': 2.8668082857562005e-05, 'epoch': 0.76}
{'loss': 0.7885, 'learning_rate': 2.8421139941738296e-05, 'epoch': 0.76}
{'loss': 0.8133, 'learning_rate': 2.8175088901055026e-05, 'epoch': 0.76}
{'loss': 0.7983, 'learning_rate': 2.792993280131687e-05, 'epoch': 0.76}
{'loss': 0.7834, 'learning_rate': 2.7685674697177566e-05, 'epoch': 0.76}
{'loss': 0.674, 'learning_rate': 2.7442317632101745e-05, 'epoch': 0.77}
{'loss': 0.7846, 'learning_rate': 2.7199864638327077e-05, 'epoch': 0.77}
{'loss': 0.8497, 'learning_rate': 2.695831873682657e-05, 'epoch': 0.77}
{'loss': 0.8039, 'learning_rate': 2.6717682937270604e-05, 'epoch': 0.77}
{'loss': 0.7333, 'learning_rate': 2.647796023798991e-05, 'epoch': 0.77}
{'loss': 0.7025, 'learning_rate': 2.6239153625937784e-05, 'epoch': 0.77}
{'loss': 0.7486, 'learning_rate': 2.60012660766531e-05, 'epoch': 0.77}
{'loss': 0.7575, 'learning_rate': 2.5764300554223242e-05, 'epoch': 0.77}
{'loss': 0.7373, 'learning_rate': 2.552826001124693e-05, 'epoch': 0.77}
{'loss': 0.7306, 'learning_rate': 2.529314738879781e-05, 'epoch': 0.78}
{'loss': 0.7433, 'learning_rate': 2.5058965616387498e-05, 'epoch': 0.78}
{'loss': 0.7049, 'learning_rate': 2.4825717611929146e-05, 'epoch': 0.78}
{'loss': 0.7358, 'learning_rate': 2.459340628170128e-05, 'epoch': 0.78}
{'loss': 0.8031, 'learning_rate': 2.4362034520311216e-05, 'epoch': 0.78}
{'loss': 0.7945, 'learning_rate': 2.4131605210659413e-05, 'epoch': 0.78}
{'loss': 0.7444, 'learning_rate': 2.390212122390323e-05, 'epoch': 0.78}
{'loss': 0.7718, 'learning_rate': 2.3673585419421275e-05, 'epoch': 0.78}
{'loss': 0.7215, 'learning_rate': 2.3446000644777853e-05, 'epoch': 0.78}
{'loss': 0.7453, 'learning_rate': 2.321936973568727e-05, 'epoch': 0.79}
{'loss': 0.6722, 'learning_rate': 2.2993695515978762e-05, 'epoch': 0.79}
{'loss': 0.6364, 'learning_rate': 2.2768980797561124e-05, 'epoch': 0.79}
{'loss': 0.7549, 'learning_rate': 2.2545228380387706e-05, 'epoch': 0.79}
{'loss': 0.8858, 'learning_rate': 2.2322441052421606e-05, 'epoch': 0.79}
{'loss': 0.6553, 'learning_rate': 2.210062158960081e-05, 'epoch': 0.79}
{'loss': 0.7764, 'learning_rate': 2.1879772755803762e-05, 'epoch': 0.79}
{'loss': 0.7993, 'learning_rate': 2.1659897302814747e-05, 'epoch': 0.79}
{'loss': 0.7423, 'learning_rate': 2.1440997970289745e-05, 'epoch': 0.79}
{'loss': 0.7199, 'learning_rate': 2.1223077485722198e-05, 'epoch': 0.8}
{'loss': 0.7082, 'learning_rate': 2.1006138564409104e-05, 'epoch': 0.8}
{'loss': 0.7636, 'learning_rate': 2.0790183909417093e-05, 'epoch': 0.8}
{'loss': 0.6562, 'learning_rate': 2.0575216211548907e-05, 'epoch': 0.8}
{'loss': 0.6929, 'learning_rate': 2.036123814930967e-05, 'epoch': 0.8}
{'loss': 0.7232, 'learning_rate': 2.0148252388873646e-05, 'epoch': 0.8}
{'loss': 0.7115, 'learning_rate': 1.9936261584050973e-05, 'epoch': 0.8}
{'loss': 0.7215, 'learning_rate': 1.972526837625459e-05, 'epoch': 0.8}
{'loss': 0.6722, 'learning_rate': 1.9515275394467446e-05, 'epoch': 0.8}
{'loss': 0.7873, 'learning_rate': 1.9306285255209466e-05, 'epoch': 0.81}
{'loss': 0.7422, 'learning_rate': 1.9098300562505266e-05, 'epoch': 0.81}
{'loss': 0.7518, 'learning_rate': 1.8891323907851498e-05, 'epoch': 0.81}
{'loss': 0.7897, 'learning_rate': 1.8685357870184605e-05, 'epoch': 0.81}
{'loss': 0.8074, 'learning_rate': 1.8480405015848824e-05, 'epoch': 0.81}
{'loss': 0.7175, 'learning_rate': 1.8276467898563887e-05, 'epoch': 0.81}
{'loss': 0.7765, 'learning_rate': 1.80735490593936e-05, 'epoch': 0.81}
{'loss': 0.6952, 'learning_rate': 1.7871651026713908e-05, 'epoch': 0.81}
{'loss': 0.7834, 'learning_rate': 1.7670776316181425e-05, 'epoch': 0.81}
{'loss': 0.652, 'learning_rate': 1.7470927430702277e-05, 'epoch': 0.81}
{'loss': 0.7368, 'learning_rate': 1.727210686040057e-05, 'epoch': 0.82}
{'loss': 0.731, 'learning_rate': 1.7074317082587755e-05, 'epoch': 0.82}
{'loss': 0.7362, 'learning_rate': 1.6877560561731454e-05, 'epoch': 0.82}
{'loss': 0.7847, 'learning_rate': 1.668183974942491e-05, 'epoch': 0.82}
{'loss': 0.8156, 'learning_rate': 1.648715708435645e-05, 'epoch': 0.82}
{'loss': 0.8098, 'learning_rate': 1.6293514992278936e-05, 'epoch': 0.82}
{'loss': 0.6664, 'learning_rate': 1.610091588597975e-05, 'epoch': 0.82}
{'loss': 0.8193, 'learning_rate': 1.590936216525061e-05, 'epoch': 0.82}
{'loss': 0.8236, 'learning_rate': 1.571885621685766e-05, 'epoch': 0.82}
{'loss': 0.7266, 'learning_rate': 1.5529400414511806e-05, 'epoch': 0.83}
{'loss': 0.7567, 'learning_rate': 1.534099711883905e-05, 'epoch': 0.83}
{'loss': 0.7621, 'learning_rate': 1.5153648677351195e-05, 'epoch': 0.83}
{'loss': 0.7781, 'learning_rate': 1.4967357424416472e-05, 'epoch': 0.83}
{'loss': 0.827, 'learning_rate': 1.4782125681230497e-05, 'epoch': 0.83}
{'loss': 0.7913, 'learning_rate': 1.4597955755787373e-05, 'epoch': 0.83}
{'loss': 0.7112, 'learning_rate': 1.4414849942850927e-05, 'epoch': 0.83}
{'loss': 0.7689, 'learning_rate': 1.4232810523926066e-05, 'epoch': 0.83}
{'loss': 0.7868, 'learning_rate': 1.4051839767230478e-05, 'epoch': 0.83}
{'loss': 0.7725, 'learning_rate': 1.387193992766619e-05, 'epoch': 0.84}
{'loss': 0.7309, 'learning_rate': 1.3693113246791589e-05, 'epoch': 0.84}
{'loss': 0.6991, 'learning_rate': 1.3515361952793492e-05, 'epoch': 0.84}
{'loss': 0.8893, 'learning_rate': 1.333868826045932e-05, 'epoch': 0.84}
{'loss': 0.8191, 'learning_rate': 1.3163094371149598e-05, 'epoch': 0.84}
{'loss': 0.7544, 'learning_rate': 1.2988582472770373e-05, 'epoch': 0.84}
{'loss': 0.7433, 'learning_rate': 1.2815154739746138e-05, 'epoch': 0.84}
{'loss': 0.8181, 'learning_rate': 1.2642813332992608e-05, 'epoch': 0.84}
{'loss': 0.848, 'learning_rate': 1.2471560399889814e-05, 'epoch': 0.84}
{'loss': 0.7947, 'learning_rate': 1.2301398074255443e-05, 'epoch': 0.85}
{'loss': 0.8193, 'learning_rate': 1.2132328476318033e-05, 'epoch': 0.85}
{'loss': 0.7241, 'learning_rate': 1.196435371269089e-05, 'epoch': 0.85}
{'loss': 0.7324, 'learning_rate': 1.1797475876345432e-05, 'epoch': 0.85}
{'loss': 0.9099, 'learning_rate': 1.163169704658551e-05, 'epoch': 0.85}
{'loss': 0.7832, 'learning_rate': 1.1467019289021197e-05, 'epoch': 0.85}
{'loss': 0.857, 'learning_rate': 1.1303444655543206e-05, 'epoch': 0.85}
{'loss': 0.7624, 'learning_rate': 1.1140975184297331e-05, 'epoch': 0.85}
{'loss': 0.7066, 'learning_rate': 1.0979612899658876e-05, 'epoch': 0.85}
{'loss': 0.6971, 'learning_rate': 1.0819359812207707e-05, 'epoch': 0.86}
{'loss': 0.822, 'learning_rate': 1.0660217918702965e-05, 'epoch': 0.86}
{'loss': 0.832, 'learning_rate': 1.05021892020583e-05, 'epoch': 0.86}
{'loss': 0.8065, 'learning_rate': 1.0345275631317163e-05, 'epoch': 0.86}
{'loss': 0.8377, 'learning_rate': 1.0189479161628168e-05, 'epoch': 0.86}
{'loss': 0.7869, 'learning_rate': 1.0034801734220922e-05, 'epoch': 0.86}
{'loss': 0.7406, 'learning_rate': 9.881245276381646e-06, 'epoch': 0.86}
{'loss': 0.8429, 'learning_rate': 9.728811701429241e-06, 'epoch': 0.86}
{'loss': 0.7296, 'learning_rate': 9.577502908691526e-06, 'epoch': 0.86}
{'loss': 0.7228, 'learning_rate': 9.427320783481353e-06, 'epoch': 0.86}
{'loss': 0.7521, 'learning_rate': 9.27826719707341e-06, 'epoch': 0.87}
{'loss': 0.7971, 'learning_rate': 9.130344006680657e-06, 'epoch': 0.87}
{'loss': 0.7711, 'learning_rate': 8.983553055431304e-06, 'epoch': 0.87}
{'loss': 0.7421, 'learning_rate': 8.837896172345827e-06, 'epoch': 0.87}
{'loss': 0.7159, 'learning_rate': 8.693375172314134e-06, 'epoch': 0.87}
{'loss': 0.7882, 'learning_rate': 8.549991856073069e-06, 'epoch': 0.87}
{'loss': 0.7547, 'learning_rate': 8.407748010183835e-06, 'epoch': 0.87}
{'loss': 0.6355, 'learning_rate': 8.266645407009788e-06, 'epoch': 0.87}
{'loss': 0.7322, 'learning_rate': 8.1266858046944e-06, 'epoch': 0.87}
{'loss': 0.7498, 'learning_rate': 7.987870947139275e-06, 'epoch': 0.88}
{'loss': 0.8227, 'learning_rate': 7.850202563982467e-06, 'epoch': 0.88}
{'loss': 0.6687, 'learning_rate': 7.713682370576946e-06, 'epoch': 0.88}
{'loss': 0.7492, 'learning_rate': 7.578312067969162e-06, 'epoch': 0.88}
{'loss': 0.7276, 'learning_rate': 7.4440933428779e-06, 'epoch': 0.88}
{'loss': 0.8077, 'learning_rate': 7.3110278676732365e-06, 'epoch': 0.88}
{'loss': 0.8881, 'learning_rate': 7.17911730035572e-06, 'epoch': 0.88}
{'loss': 0.7523, 'learning_rate': 7.048363284535742e-06, 'epoch': 0.88}
{'loss': 0.6894, 'learning_rate': 6.9187674494129325e-06, 'epoch': 0.88}
{'loss': 0.7545, 'learning_rate': 6.7903314097560454e-06, 'epoch': 0.89}
{'loss': 0.7706, 'learning_rate': 6.663056765882692e-06, 'epoch': 0.89}
{'loss': 0.7864, 'learning_rate': 6.536945103639425e-06, 'epoch': 0.89}
{'loss': 0.864, 'learning_rate': 6.4119979943821015e-06, 'epoch': 0.89}
{'loss': 0.7333, 'learning_rate': 6.2882169949560755e-06, 'epoch': 0.89}
{'loss': 0.6918, 'learning_rate': 6.165603647677054e-06, 'epoch': 0.89}
{'loss': 0.7946, 'learning_rate': 6.044159480311673e-06, 'epoch': 0.89}
{'loss': 0.7558, 'learning_rate': 5.923886006058565e-06, 'epoch': 0.89}
{'loss': 0.6696, 'learning_rate': 5.8047847235295435e-06, 'epoch': 0.89}
{'loss': 0.8195, 'learning_rate': 5.6868571167307595e-06, 'epoch': 0.9}
{'loss': 0.7878, 'learning_rate': 5.570104655044428e-06, 'epoch': 0.9}
{'loss': 0.8178, 'learning_rate': 5.454528793210356e-06, 'epoch': 0.9}
{'loss': 0.7853, 'learning_rate': 5.3401309713078886e-06, 'epoch': 0.9}
{'loss': 0.7261, 'learning_rate': 5.2269126147379555e-06, 'epoch': 0.9}
{'loss': 0.7701, 'learning_rate': 5.114875134205299e-06, 'epoch': 0.9}
{'loss': 0.6759, 'learning_rate': 5.00401992570092e-06, 'epoch': 0.9}
{'loss': 0.6836, 'learning_rate': 4.8943483704846475e-06, 'epoch': 0.9}
{'loss': 0.6451, 'learning_rate': 4.785861835067962e-06, 'epoch': 0.9}
{'loss': 0.7245, 'learning_rate': 4.678561671196946e-06, 'epoch': 0.91}
{'loss': 0.7402, 'learning_rate': 4.5724492158354396e-06, 'epoch': 0.91}
{'loss': 0.6817, 'learning_rate': 4.467525791148453e-06, 'epoch': 0.91}
{'loss': 0.7705, 'learning_rate': 4.3637927044855475e-06, 'epoch': 0.91}
{'loss': 0.7154, 'learning_rate': 4.261251248364684e-06, 'epoch': 0.91}
{'loss': 0.8617, 'learning_rate': 4.159902700456053e-06, 'epoch': 0.91}
{'loss': 0.7817, 'learning_rate': 4.059748323566148e-06, 'epoch': 0.91}
{'loss': 0.7738, 'learning_rate': 3.960789365622075e-06, 'epoch': 0.91}
{'loss': 0.7515, 'learning_rate': 3.863027059655977e-06, 'epoch': 0.91}
{'loss': 0.6702, 'learning_rate': 3.766462623789646e-06, 'epoch': 0.92}
{'loss': 0.7246, 'learning_rate': 3.6710972612193917e-06, 'epoch': 0.92}
{'loss': 0.7124, 'learning_rate': 3.57693216020103e-06, 'epoch': 0.92}
{'loss': 0.6849, 'learning_rate': 3.483968494035039e-06, 'epoch': 0.92}
{'loss': 0.6965, 'learning_rate': 3.3922074210520405e-06, 'epoch': 0.92}
{'loss': 0.7813, 'learning_rate': 3.301650084598229e-06, 'epoch': 0.92}
{'loss': 0.8261, 'learning_rate': 3.2122976130212646e-06, 'epoch': 0.92}
{'loss': 0.7905, 'learning_rate': 3.1241511196561044e-06, 'epoch': 0.92}
{'loss': 0.6942, 'learning_rate': 3.0372117028111825e-06, 'epoch': 0.92}
{'loss': 0.7068, 'learning_rate': 2.9514804457547505e-06, 'epoch': 0.92}
{'loss': 0.8557, 'learning_rate': 2.866958416701271e-06, 'epoch': 0.93}
{'loss': 0.7475, 'learning_rate': 2.783646668798279e-06, 'epoch': 0.93}
{'loss': 0.8304, 'learning_rate': 2.7015462401130843e-06, 'epoch': 0.93}
{'loss': 0.7344, 'learning_rate': 2.6206581536199594e-06, 'epoch': 0.93}
{'loss': 0.7951, 'learning_rate': 2.5409834171873482e-06, 'epoch': 0.93}
{'loss': 0.6361, 'learning_rate': 2.462523023565255e-06, 'epoch': 0.93}
{'loss': 0.887, 'learning_rate': 2.3852779503730216e-06, 'epoch': 0.93}
{'loss': 0.7114, 'learning_rate': 2.309249160086979e-06, 'epoch': 0.93}
{'loss': 0.7155, 'learning_rate': 2.2344376000285604e-06, 'epoch': 0.93}
{'loss': 0.6906, 'learning_rate': 2.1608442023524743e-06, 'epoch': 0.94}
{'loss': 0.7526, 'learning_rate': 2.088469884035049e-06, 'epoch': 0.94}
{'loss': 0.7286, 'learning_rate': 2.0173155468628856e-06, 'epoch': 0.94}
{'loss': 0.7645, 'learning_rate': 1.9473820774215555e-06, 'epoch': 0.94}
{'loss': 0.8462, 'learning_rate': 1.8786703470845547e-06, 'epoch': 0.94}
{'loss': 0.7217, 'learning_rate': 1.8111812120024885e-06, 'epoch': 0.94}
{'loss': 0.848, 'learning_rate': 1.7449155130923821e-06, 'epoch': 0.94}
{'loss': 0.7658, 'learning_rate': 1.6798740760272103e-06, 'epoch': 0.94}
{'loss': 0.8103, 'learning_rate': 1.6160577112255825e-06, 'epoch': 0.94}
{'loss': 0.7868, 'learning_rate': 1.553467213841664e-06, 'epoch': 0.95}
{'loss': 0.7514, 'learning_rate': 1.4921033637552928e-06, 'epoch': 0.95}
{'loss': 0.7567, 'learning_rate': 1.4319669255622115e-06, 'epoch': 0.95}
{'loss': 0.758, 'learning_rate': 1.3730586485645735e-06, 'epoch': 0.95}
{'loss': 0.7281, 'learning_rate': 1.3153792667616183e-06, 'epoch': 0.95}
{'loss': 0.7636, 'learning_rate': 1.2589294988404888e-06, 'epoch': 0.95}
{'loss': 0.6934, 'learning_rate': 1.2037100481672835e-06, 'epoch': 0.95}
{'loss': 0.6858, 'learning_rate': 1.149721602778342e-06, 'epoch': 0.95}
{'loss': 0.6981, 'learning_rate': 1.0969648353715945e-06, 'epoch': 0.95}
{'loss': 0.7414, 'learning_rate': 1.045440403298259e-06, 'epoch': 0.96}
{'loss': 0.7051, 'learning_rate': 9.951489485545695e-07, 'epoch': 0.96}
{'loss': 0.6713, 'learning_rate': 9.460910977738491e-07, 'epoch': 0.96}
{'loss': 0.6795, 'learning_rate': 8.982674622186605e-07, 'epoch': 0.96}
{'loss': 0.7906, 'learning_rate': 8.516786377732012e-07, 'epoch': 0.96}
{'loss': 0.7692, 'learning_rate': 8.063252049358982e-07, 'epoch': 0.96}
{'loss': 0.7214, 'learning_rate': 7.622077288121033e-07, 'epoch': 0.96}
{'loss': 0.8129, 'learning_rate': 7.193267591071529e-07, 'epoch': 0.96}
{'loss': 0.8514, 'learning_rate': 6.776828301194638e-07, 'epoch': 0.96}
{'loss': 0.7737, 'learning_rate': 6.372764607338599e-07, 'epoch': 0.97}
{'loss': 0.8175, 'learning_rate': 5.981081544151446e-07, 'epoch': 0.97}
{'loss': 0.7325, 'learning_rate': 5.60178399201805e-07, 'epoch': 0.97}
{'loss': 0.7112, 'learning_rate': 5.234876676999289e-07, 'epoch': 0.97}
{'loss': 0.8191, 'learning_rate': 4.880364170773533e-07, 'epoch': 0.97}
{'loss': 0.7913, 'learning_rate': 4.538250890579132e-07, 'epoch': 0.97}
{'loss': 0.7134, 'learning_rate': 4.208541099159691e-07, 'epoch': 0.97}
{'loss': 0.7295, 'learning_rate': 3.8912389047108813e-07, 'epoch': 0.97}
{'loss': 0.7521, 'learning_rate': 3.586348260829486e-07, 'epoch': 0.97}
{'loss': 0.7659, 'learning_rate': 3.2938729664636623e-07, 'epoch': 0.97}
{'loss': 0.7748, 'learning_rate': 3.013816665865976e-07, 'epoch': 0.98}
{'loss': 0.7109, 'learning_rate': 2.7461828485478846e-07, 'epoch': 0.98}
{'loss': 0.825, 'learning_rate': 2.490974849236216e-07, 'epoch': 0.98}
{'loss': 0.8227, 'learning_rate': 2.2481958478317577e-07, 'epoch': 0.98}
{'loss': 0.7784, 'learning_rate': 2.0178488693695096e-07, 'epoch': 0.98}
{'loss': 0.7136, 'learning_rate': 1.799936783981049e-07, 'epoch': 0.98}
{'loss': 0.7502, 'learning_rate': 1.5944623068586685e-07, 'epoch': 0.98}
{'loss': 0.626, 'learning_rate': 1.401427998221627e-07, 'epoch': 0.98}
{'loss': 0.8271, 'learning_rate': 1.2208362632842862e-07, 'epoch': 0.98}
{'loss': 0.7513, 'learning_rate': 1.0526893522260217e-07, 'epoch': 0.99}
{'loss': 0.7887, 'learning_rate': 8.969893601634694e-08, 'epoch': 0.99}
{'loss': 0.6981, 'learning_rate': 7.5373822712399e-08, 'epoch': 0.99}
{'loss': 0.7346, 'learning_rate': 6.229377380218005e-08, 'epoch': 0.99}
{'loss': 0.7656, 'learning_rate': 5.045895226355457e-08, 'epoch': 0.99}
{'loss': 0.6814, 'learning_rate': 3.986950555883162e-08, 'epoch': 0.99}
{'loss': 0.6947, 'learning_rate': 3.052556563288844e-08, 'epoch': 0.99}
{'loss': 0.7345, 'learning_rate': 2.242724891156067e-08, 'epoch': 0.99}
{'loss': 0.7658, 'learning_rate': 1.5574656300143542e-08, 'epoch': 0.99}
{'loss': 0.8012, 'learning_rate': 9.96787318218173e-09, 'epoch': 1.0}
{'loss': 0.7967, 'learning_rate': 5.606969418414654e-09, 'epoch': 1.0}
{'loss': 0.6828, 'learning_rate': 2.4919993458549784e-09, 'epoch': 1.0}
{'loss': 0.7112, 'learning_rate': 6.230017771224894e-10, 'epoch': 1.0}
{'loss': 0.5251, 'learning_rate': 0.0, 'epoch': 1.0}
{'train_runtime': 6894.1212, 'train_samples_per_second': 2.128, 'train_steps_per_second': 0.133, 'train_loss': 0.8693063289641295, 'epoch': 1.0}
Some non-default generation parameters are set in the model config. These should go into a GenerationConfig file (https://huggingface.co/docs/transformers/generation_strategies#save-a-custom-decoding-strategy-with-your-model) instead. This warning will be raised to an exception in v4.41.
Non-default generation parameters: {'max_length': 4096}
/root/anaconda3/envs/Mixture-of-Debater/lib/python3.10/site-packages/huggingface_hub/file_download.py:945: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
You are using a model of type llava to instantiate a model of type llava_llama. This is not supported for all configurations of models and can yield errors.
